Trabajador;Cédula;Fecha;Entrada;Salida;Minutos Tarde;Observación
Cristian Sierra;95922445;2025-02-17;08:29;16:49;59;Tarde
Samuel Bernal;64438945;2025-02-16;07:53;16:03;23;Tarde
Cristian Sierra;63922485;2025-07-14;08:16;16:10;46;Tarde
Laura Gomez;35109591;2025-04-26;07:44;15:30;14;Tarde
Harrison Rengifo;70250640;2025-02-01;07:33;15:29;3;Tarde
Harrison Rengifo;60489899;2025-02-21;07:42;15:56;12;Tarde
Harrison Rengifo;87101695;2025-07-02;08:01;16:00;31;Tarde
Ana Torres;76084871;2025-03-05;08:23;16:44;53;Tarde
Carlos Perez;32882900;2025-04-17;07:51;15:25;21;Tarde
Santiago Puerta;77011170;2025-06-29;07:30;16:00;0;-
David Morales;88316263;2025-07-13;08:07;16:11;37;Tarde
Cristian Sierra;86247389;2025-04-26;08:04;15:42;34;Tarde
Laura Gomez;20605403;2025-08-22;08:12;15:49;42;Tarde
Cristian Sierra;46506348;2025-06-21;07:56;15:57;26;Tarde
David Morales;80459322;2025-04-23;08:03;15:36;33;Tarde
Harrison Rengifo;66085741;2025-07-09;07:41;15:51;11;Tarde
Samuel Bernal;27217705;2025-07-07;07:54;16:19;24;Tarde
Carlos Perez;75287258;2025-01-11;08:25;16:50;55;Tarde
Carlos Perez;96985561;2025-01-17;08:29;16:53;59;Tarde
Maria Sanchez;30237035;2025-06-18;07:38;15:22;8;Tarde
Maria Sanchez;16960247;2025-02-11;08:12;15:51;42;Tarde
Samuel Bernal;99489655;2025-05-28;07:55;16:25;25;Tarde
Carlos Perez;50521485;2025-05-14;08:19;16:11;49;Tarde
Maria Sanchez;35466447;2025-08-13;07:31;15:15;1;Tarde
Cristian Sierra;62784725;2025-06-25;07:34;15:41;4;Tarde
Maria Sanchez;78701908;2025-08-05;08:24;16:38;54;Tarde
Laura Gomez;71967258;2025-01-24;08:03;16:27;33;Tarde
Santiago Puerta;31877417;2025-02-23;08:18;15:51;48;Tarde
Harrison Rengifo;71736836;2025-05-19;07:42;15:50;12;Tarde
Samuel Bernal;65808473;2025-04-19;08:04;16:18;34;Tarde
Laura Gomez;48592921;2025-08-09;07:53;16:12;23;Tarde
Maria Sanchez;12068984;2025-02-22;08:00;15:37;30;Tarde
Maria Sanchez;70786019;2025-03-24;08:29;16:18;59;Tarde
David Morales;67165376;2025-01-23;08:22;16:26;52;Tarde
Sebastian Garcia;89460065;2025-03-15;07:32;15:36;2;Tarde
Laura Gomez;83978507;2025-04-04;07:41;15:39;11;Tarde
Sebastian Garcia;48403956;2025-06-08;07:40;15:33;10;Tarde
Samuel Bernal;27933739;2025-05-31;08:11;16:07;41;Tarde
Harrison Rengifo;19559408;2025-04-01;08:20;16:28;50;Tarde
Cristian Sierra;59567781;2025-07-06;08:27;16:20;57;Tarde
David Morales;38579349;2025-03-14;07:46;15:56;16;Tarde
David Morales;85149525;2025-02-24;08:11;16:30;41;Tarde
Harrison Rengifo;23770249;2025-03-17;08:24;16:35;54;Tarde
Samuel Bernal;36554311;2025-05-07;07:48;15:19;18;Tarde
Santiago Puerta;15691494;2025-02-21;08:09;15:39;39;Tarde
Sebastian Garcia;10451029;2025-03-14;08:06;16:25;36;Tarde
Maria Sanchez;71982324;2025-06-19;07:33;15:47;3;Tarde
Maria Sanchez;95014282;2025-06-02;08:17;16:11;47;Tarde
Carlos Perez;46742514;2025-05-31;07:33;15:07;3;Tarde
Maria Sanchez;99993181;2025-03-28;08:10;16:01;40;Tarde
Laura Gomez;39058191;2025-04-20;07:52;16:21;22;Tarde
Cristian Sierra;27502374;2025-01-19;07:31;15:42;1;Tarde
Santiago Puerta;45379548;2025-01-08;08:02;16:16;32;Tarde
Santiago Puerta;90279672;2025-04-27;07:59;15:29;29;Tarde
Ana Torres;42314392;2025-03-09;08:24;16:46;54;Tarde
Harrison Rengifo;77480249;2025-01-28;08:18;16:07;48;Tarde
Samuel Bernal;98575065;2025-06-16;08:22;16:14;52;Tarde
David Morales;64927861;2025-02-03;07:59;16:29;29;Tarde
Harrison Rengifo;59081341;2025-03-11;07:41;15:42;11;Tarde
Sebastian Garcia;18047756;2025-04-14;08:19;16:26;49;Tarde
Santiago Puerta;75113271;2025-06-12;08:14;15:44;44;Tarde
Samuel Bernal;20217168;2025-04-12;07:58;16:18;28;Tarde
Harrison Rengifo;96991880;2025-06-07;08:23;16:24;53;Tarde
Cristian Sierra;29561053;2025-01-23;08:27;16:12;57;Tarde
Carlos Perez;54570613;2025-06-01;08:23;16:17;53;Tarde
David Morales;57039367;2025-08-27;07:37;16:01;7;Tarde
Laura Gomez;29858435;2025-07-17;08:01;15:36;31;Tarde
David Morales;34031168;2025-04-11;07:38;16:08;8;Tarde
Laura Gomez;95836471;2025-07-08;07:33;15:44;3;Tarde
Harrison Rengifo;87496517;2025-04-13;08:22;15:58;52;Tarde
Carlos Perez;68652879;2025-07-14;07:32;15:31;2;Tarde
Laura Gomez;90059246;2025-02-25;08:00;15:50;30;Tarde
Ana Torres;53258237;2025-03-16;07:42;15:50;12;Tarde
Ana Torres;59520705;2025-08-27;07:30;15:48;0;-
Laura Gomez;86757748;2025-07-23;08:10;15:45;40;Tarde
Harrison Rengifo;13823828;2025-06-13;08:27;16:14;57;Tarde
Harrison Rengifo;48941092;2025-01-20;08:01;15:32;31;Tarde
Maria Sanchez;91548855;2025-02-20;07:42;15:25;12;Tarde
Santiago Puerta;27746289;2025-08-04;08:06;16:07;36;Tarde
Laura Gomez;90233018;2025-08-17;08:30;16:13;60;Tarde
Ana Torres;59942228;2025-07-05;08:09;16:12;39;Tarde
Samuel Bernal;26087334;2025-06-26;07:54;16:06;24;Tarde
Laura Gomez;69544222;2025-08-02;08:16;15:59;46;Tarde
Laura Gomez;46897948;2025-02-27;07:37;15:46;7;Tarde
Harrison Rengifo;11436557;2025-07-11;08:01;15:54;31;Tarde
Sebastian Garcia;36000195;2025-05-03;07:45;15:19;15;Tarde
Cristian Sierra;91503502;2025-05-27;08:22;16:15;52;Tarde
Samuel Bernal;77974103;2025-03-21;08:12;16:06;42;Tarde
Laura Gomez;23308814;2025-02-05;07:32;15:29;2;Tarde
Maria Sanchez;71237701;2025-06-28;07:31;15:08;1;Tarde
Maria Sanchez;88975459;2025-08-26;08:15;15:52;45;Tarde
David Morales;84024365;2025-07-23;08:12;16:40;42;Tarde
David Morales;97615760;2025-07-04;07:56;16:11;26;Tarde
David Morales;46566716;2025-01-23;07:38;16:06;8;Tarde
Ana Torres;83666750;2025-05-31;08:29;16:58;59;Tarde
Cristian Sierra;36965035;2025-03-18;07:31;15:03;1;Tarde
Sebastian Garcia;69640387;2025-03-18;07:48;15:55;18;Tarde
David Morales;12701576;2025-05-22;08:20;16:04;50;Tarde
Carlos Perez;54407927;2025-02-13;07:45;15:31;15;Tarde
Carlos Perez;28477876;2025-01-17;07:42;16:00;12;Tarde
Laura Gomez;42449363;2025-08-18;07:54;15:59;24;Tarde
Laura Gomez;94902378;2025-05-09;08:16;16:24;46;Tarde
Cristian Sierra;81017065;2025-06-07;07:53;16:11;23;Tarde
Sebastian Garcia;87038445;2025-05-05;08:15;16:27;45;Tarde
Sebastian Garcia;78904461;2025-05-12;08:27;16:28;57;Tarde
Laura Gomez;47313895;2025-02-28;08:10;15:49;40;Tarde
Maria Sanchez;99927240;2025-07-09;08:16;16:12;46;Tarde
Santiago Puerta;15812116;2025-06-03;07:34;16:02;4;Tarde
Cristian Sierra;51561891;2025-01-04;07:53;15:37;23;Tarde
Harrison Rengifo;67463115;2025-07-29;08:15;15:58;45;Tarde
Laura Gomez;29421081;2025-04-01;08:30;16:12;60;Tarde
Samuel Bernal;83131261;2025-07-21;08:06;15:43;36;Tarde
Sebastian Garcia;14095052;2025-05-17;08:04;16:13;34;Tarde
Sebastian Garcia;21592915;2025-06-23;08:27;16:04;57;Tarde
Samuel Bernal;70891060;2025-01-08;08:19;16:00;49;Tarde
Harrison Rengifo;17915764;2025-03-30;08:06;16:09;36;Tarde
Samuel Bernal;87804008;2025-02-22;08:21;15:51;51;Tarde
Ana Torres;94277274;2025-04-10;08:20;16:12;50;Tarde
David Morales;10830384;2025-03-31;08:03;15:59;33;Tarde
Maria Sanchez;20895706;2025-08-06;08:08;16:18;38;Tarde
Ana Torres;45941846;2025-07-16;07:32;15:39;2;Tarde
Ana Torres;47071507;2025-05-29;08:17;16:26;47;Tarde
Maria Sanchez;51259053;2025-02-19;07:48;16:15;18;Tarde
Sebastian Garcia;28406229;2025-01-19;08:08;16:20;38;Tarde
Ana Torres;53182012;2025-08-16;08:19;16:18;49;Tarde
Maria Sanchez;97273614;2025-05-10;07:44;15:37;14;Tarde
Samuel Bernal;50557650;2025-01-24;08:18;16:19;48;Tarde
Samuel Bernal;29476518;2025-01-07;07:37;15:51;7;Tarde
Samuel Bernal;58076912;2025-07-28;07:30;15:22;0;-
David Morales;82245293;2025-08-11;08:13;16:22;43;Tarde
Maria Sanchez;12352051;2025-03-23;08:02;16:25;32;Tarde
Samuel Bernal;85940862;2025-05-20;07:51;15:53;21;Tarde
Ana Torres;51670695;2025-05-10;08:15;16:14;45;Tarde
Sebastian Garcia;55078314;2025-06-01;08:02;15:36;32;Tarde
Sebastian Garcia;18503929;2025-08-27;07:47;15:44;17;Tarde
Cristian Sierra;97913461;2025-08-15;08:28;16:35;58;Tarde
Samuel Bernal;34153299;2025-01-17;07:53;15:52;23;Tarde
Carlos Perez;14206923;2025-07-29;08:03;16:22;33;Tarde
Sebastian Garcia;45196122;2025-06-04;08:02;15:46;32;Tarde
Samuel Bernal;61908207;2025-02-11;07:44;15:14;14;Tarde
Harrison Rengifo;86869753;2025-04-21;07:38;16:07;8;Tarde
Sebastian Garcia;15554139;2025-01-20;07:46;15:32;16;Tarde
Sebastian Garcia;26921156;2025-05-09;07:36;15:36;6;Tarde
David Morales;62680059;2025-02-16;08:21;15:54;51;Tarde
Santiago Puerta;98400416;2025-01-07;07:45;16:14;15;Tarde
Ana Torres;78637353;2025-08-10;07:54;15:38;24;Tarde
Sebastian Garcia;95558645;2025-02-22;08:03;15:52;33;Tarde
Sebastian Garcia;71521364;2025-07-04;08:00;16:11;30;Tarde
Samuel Bernal;56033156;2025-06-10;08:17;15:48;47;Tarde
Ana Torres;66259264;2025-05-10;08:22;16:08;52;Tarde
Samuel Bernal;79258886;2025-06-14;07:56;15:28;26;Tarde
Samuel Bernal;48421682;2025-07-15;07:59;15:54;29;Tarde
Santiago Puerta;87729991;2025-02-12;08:04;16:02;34;Tarde
Harrison Rengifo;77375471;2025-06-16;08:12;15:52;42;Tarde
David Morales;57558316;2025-04-07;07:55;15:37;25;Tarde
Cristian Sierra;98288753;2025-06-01;07:55;15:46;25;Tarde
Cristian Sierra;52561192;2025-03-14;07:57;15:48;27;Tarde
Sebastian Garcia;34843949;2025-05-06;08:11;15:52;41;Tarde
Santiago Puerta;94458372;2025-06-23;07:35;15:48;5;Tarde
Maria Sanchez;86244106;2025-07-14;08:09;15:49;39;Tarde
Ana Torres;93933363;2025-04-01;07:30;15:51;0;-
Carlos Perez;62298681;2025-02-03;07:58;16:19;28;Tarde
Carlos Perez;32556096;2025-02-24;08:02;15:37;32;Tarde
Carlos Perez;53761400;2025-05-27;08:01;15:33;31;Tarde
Harrison Rengifo;61219091;2025-05-06;07:33;15:38;3;Tarde
Maria Sanchez;26997981;2025-07-04;08:06;16:33;36;Tarde
Santiago Puerta;21900644;2025-08-28;07:50;15:41;20;Tarde
Cristian Sierra;52288178;2025-07-13;07:48;15:22;18;Tarde
David Morales;28060439;2025-01-31;07:59;15:35;29;Tarde
Carlos Perez;85261793;2025-06-14;08:12;15:47;42;Tarde
Samuel Bernal;82529319;2025-01-27;07:43;15:18;13;Tarde
Maria Sanchez;19429988;2025-03-30;08:25;16:31;55;Tarde
Samuel Bernal;47866833;2025-05-02;08:19;16:34;49;Tarde
Ana Torres;93073933;2025-05-22;07:58;16:07;28;Tarde
Santiago Puerta;40729344;2025-04-24;08:16;16:19;46;Tarde
Laura Gomez;56947505;2025-06-02;07:37;15:51;7;Tarde
Cristian Sierra;85135599;2025-01-17;08:22;16:18;52;Tarde
Laura Gomez;18090339;2025-06-23;07:41;15:48;11;Tarde
David Morales;59789244;2025-05-18;08:02;15:44;32;Tarde
Sebastian Garcia;10756232;2025-01-18;07:55;15:43;25;Tarde
Samuel Bernal;13038683;2025-02-17;07:58;16:20;28;Tarde
Carlos Perez;79775907;2025-08-17;08:07;15:46;37;Tarde
Carlos Perez;33555070;2025-01-24;08:28;16:48;58;Tarde
Santiago Puerta;53589006;2025-03-27;08:30;16:54;60;Tarde
Laura Gomez;82412110;2025-03-03;07:37;15:13;7;Tarde
Sebastian Garcia;56056970;2025-08-26;08:19;16:27;49;Tarde
Laura Gomez;10186900;2025-03-29;08:17;16:07;47;Tarde
Maria Sanchez;29097724;2025-01-17;08:14;16:30;44;Tarde
Harrison Rengifo;14707254;2025-05-17;08:19;16:02;49;Tarde
Samuel Bernal;86817161;2025-08-01;08:16;16:13;46;Tarde
Samuel Bernal;30214324;2025-04-07;08:13;16:38;43;Tarde
Samuel Bernal;63722151;2025-02-09;07:39;15:51;9;Tarde
Harrison Rengifo;64313627;2025-05-11;08:15;15:57;45;Tarde
Harrison Rengifo;32501849;2025-07-23;07:38;15:09;8;Tarde
Santiago Puerta;23850440;2025-03-07;07:50;16:18;20;Tarde
Harrison Rengifo;21973095;2025-05-09;08:03;15:40;33;Tarde
Maria Sanchez;96380097;2025-06-15;08:23;16:29;53;Tarde
Laura Gomez;62698116;2025-01-03;07:53;16:15;23;Tarde
Samuel Bernal;31082794;2025-08-27;07:30;15:10;0;-
Ana Torres;90695267;2025-03-30;07:31;15:06;1;Tarde
Sebastian Garcia;97396854;2025-06-19;07:32;15:08;2;Tarde
Santiago Puerta;45839497;2025-07-02;07:54;15:31;24;Tarde
Santiago Puerta;85579808;2025-03-18;07:59;15:54;29;Tarde
Cristian Sierra;29313128;2025-07-14;07:34;15:48;4;Tarde
David Morales;82232896;2025-07-09;07:33;15:03;3;Tarde
Cristian Sierra;99180716;2025-05-17;08:11;16:17;41;Tarde
Harrison Rengifo;76036274;2025-06-02;08:26;16:24;56;Tarde
Laura Gomez;59927519;2025-08-08;07:57;16:12;27;Tarde
Laura Gomez;63400607;2025-04-15;08:14;16:25;44;Tarde
Harrison Rengifo;15671687;2025-06-22;08:28;16:22;58;Tarde
David Morales;16238832;2025-03-25;07:57;16:25;27;Tarde
David Morales;91328170;2025-06-28;07:51;15:54;21;Tarde
Ana Torres;36646023;2025-02-07;08:08;16:35;38;Tarde
Ana Torres;67533362;2025-03-10;08:30;16:25;60;Tarde
Santiago Puerta;63210636;2025-04-18;07:33;15:52;3;Tarde
David Morales;42913535;2025-05-10;08:11;16:10;41;Tarde
Samuel Bernal;59729720;2025-02-01;07:36;15:14;6;Tarde
Laura Gomez;55211583;2025-03-25;07:35;15:33;5;Tarde
Sebastian Garcia;73074740;2025-03-14;08:04;15:59;34;Tarde
Santiago Puerta;77853169;2025-05-17;07:50;15:24;20;Tarde
Carlos Perez;83964953;2025-01-13;07:33;15:44;3;Tarde
Maria Sanchez;14508988;2025-07-15;07:43;16:02;13;Tarde
Maria Sanchez;61522687;2025-02-15;07:49;16:03;19;Tarde
Laura Gomez;58283914;2025-01-18;07:34;15:58;4;Tarde
Maria Sanchez;80044609;2025-06-15;08:14;16:41;44;Tarde
Santiago Puerta;31831031;2025-03-22;07:37;15:46;7;Tarde
Sebastian Garcia;65459885;2025-07-15;08:05;16:15;35;Tarde
Carlos Perez;85429812;2025-08-14;07:46;15:33;16;Tarde
Harrison Rengifo;40699326;2025-06-04;08:15;16:14;45;Tarde
Cristian Sierra;50091725;2025-05-05;07:52;15:58;22;Tarde
Harrison Rengifo;39216963;2025-08-01;08:15;16:19;45;Tarde
Sebastian Garcia;41282889;2025-05-28;08:10;16:09;40;Tarde
Cristian Sierra;78767502;2025-03-19;08:07;16:03;37;Tarde
Samuel Bernal;38294453;2025-05-12;08:08;16:22;38;Tarde
Ana Torres;17981194;2025-04-18;08:30;16:35;60;Tarde
Samuel Bernal;96634846;2025-03-03;08:13;15:51;43;Tarde
Harrison Rengifo;59972217;2025-06-20;08:28;16:35;58;Tarde
Maria Sanchez;34074181;2025-06-24;07:42;15:30;12;Tarde
Ana Torres;94089751;2025-08-01;07:40;15:50;10;Tarde
Maria Sanchez;51156995;2025-06-28;08:26;16:32;56;Tarde
Cristian Sierra;70791794;2025-07-06;08:03;16:01;33;Tarde
Sebastian Garcia;89303569;2025-02-09;08:29;16:58;59;Tarde
David Morales;81931146;2025-08-12;08:18;16:00;48;Tarde
Carlos Perez;95147701;2025-06-22;08:25;16:01;55;Tarde
Cristian Sierra;57423748;2025-04-28;07:43;16:09;13;Tarde
Samuel Bernal;19157341;2025-04-03;07:34;16:04;4;Tarde
Laura Gomez;50982085;2025-07-28;08:22;16:38;52;Tarde
Carlos Perez;70832252;2025-04-25;08:01;15:34;31;Tarde
Santiago Puerta;63239023;2025-08-18;08:19;16:21;49;Tarde
Cristian Sierra;14045140;2025-03-13;07:36;15:45;6;Tarde
Santiago Puerta;33612188;2025-07-25;07:51;16:07;21;Tarde
Santiago Puerta;56700422;2025-02-03;07:52;15:46;22;Tarde
Samuel Bernal;65446625;2025-04-20;08:15;16:17;45;Tarde
Cristian Sierra;77833260;2025-02-10;08:08;16:19;38;Tarde
Samuel Bernal;41969418;2025-08-02;07:47;15:24;17;Tarde
Ana Torres;46481444;2025-07-10;07:50;15:24;20;Tarde
Laura Gomez;88889195;2025-01-13;07:50;15:46;20;Tarde
Sebastian Garcia;80773773;2025-01-18;07:47;16:04;17;Tarde
Santiago Puerta;26856230;2025-04-30;08:16;15:51;46;Tarde
Laura Gomez;75534770;2025-06-25;08:13;16:37;43;Tarde
Ana Torres;58222300;2025-01-30;07:59;16:15;29;Tarde
Sebastian Garcia;90079567;2025-04-28;08:05;15:58;35;Tarde
David Morales;80454709;2025-01-01;08:09;16:00;39;Tarde
Carlos Perez;64491440;2025-06-22;08:01;15:46;31;Tarde
Carlos Perez;32883672;2025-05-26;07:36;15:31;6;Tarde
Maria Sanchez;73553427;2025-03-17;07:55;15:58;25;Tarde
Laura Gomez;96723894;2025-06-22;08:13;15:58;43;Tarde
Harrison Rengifo;22641376;2025-04-05;07:39;15:51;9;Tarde
Samuel Bernal;60025810;2025-04-27;08:05;16:30;35;Tarde
David Morales;90471944;2025-03-21;07:41;15:56;11;Tarde
Harrison Rengifo;88214237;2025-08-15;07:44;15:58;14;Tarde
Samuel Bernal;45465932;2025-03-31;08:29;16:37;59;Tarde
Harrison Rengifo;22568769;2025-05-18;07:38;15:59;8;Tarde
Ana Torres;61142806;2025-06-25;08:18;16:02;48;Tarde
Maria Sanchez;20563643;2025-06-03;08:14;16:21;44;Tarde
Santiago Puerta;14058458;2025-01-19;08:06;16:12;36;Tarde
Cristian Sierra;12269892;2025-08-22;07:32;15:43;2;Tarde
David Morales;17977684;2025-02-08;07:35;15:34;5;Tarde
Samuel Bernal;91322166;2025-04-21;07:35;15:27;5;Tarde
David Morales;99602547;2025-01-07;08:23;16:44;53;Tarde
Cristian Sierra;21499136;2025-02-15;08:13;15:57;43;Tarde
Samuel Bernal;20004445;2025-06-03;07:40;15:15;10;Tarde
David Morales;16277691;2025-01-11;07:50;16:09;20;Tarde
Santiago Puerta;44944457;2025-04-03;08:05;16:17;35;Tarde
Ana Torres;32454389;2025-04-07;08:10;16:20;40;Tarde
Ana Torres;55985753;2025-03-08;07:51;15:52;21;Tarde
Ana Torres;98438542;2025-01-28;08:29;16:27;59;Tarde
Carlos Perez;84218280;2025-04-08;08:07;15:54;37;Tarde
Santiago Puerta;56185836;2025-04-01;08:15;15:48;45;Tarde
Carlos Perez;69900994;2025-05-24;07:39;15:23;9;Tarde
Maria Sanchez;52460825;2025-01-25;08:30;16:37;60;Tarde
David Morales;70010953;2025-07-15;08:06;16:36;36;Tarde
Maria Sanchez;31333624;2025-06-24;07:53;16:03;23;Tarde
Sebastian Garcia;18024929;2025-03-12;07:44;15:57;14;Tarde
Laura Gomez;80972583;2025-08-16;08:27;16:25;57;Tarde
Sebastian Garcia;37091550;2025-04-24;07:37;15:53;7;Tarde
Harrison Rengifo;79379857;2025-03-29;08:30;16:06;60;Tarde
Ana Torres;88889280;2025-07-16;08:15;16:06;45;Tarde
Maria Sanchez;44203150;2025-02-02;07:38;15:40;8;Tarde
Santiago Puerta;93004377;2025-08-12;07:55;15:31;25;Tarde
Maria Sanchez;97038671;2025-02-28;07:59;16:17;29;Tarde
Carlos Perez;29013103;2025-05-02;07:59;15:58;29;Tarde
Laura Gomez;34110175;2025-01-08;07:55;15:36;25;Tarde
Samuel Bernal;23292485;2025-06-03;07:55;16:12;25;Tarde
Maria Sanchez;86054508;2025-04-27;07:48;15:43;18;Tarde
Samuel Bernal;86672051;2025-08-22;08:16;15:57;46;Tarde
Harrison Rengifo;64492706;2025-06-30;08:02;15:40;32;Tarde
Sebastian Garcia;69392869;2025-07-06;08:04;16:29;34;Tarde
Cristian Sierra;89448428;2025-02-14;07:30;15:32;0;-
Sebastian Garcia;95579201;2025-03-08;08:06;15:40;36;Tarde
Maria Sanchez;54531284;2025-05-09;08:27;16:42;57;Tarde
Samuel Bernal;78769573;2025-07-11;08:15;16:06;45;Tarde
Laura Gomez;92148793;2025-02-18;08:17;16:38;47;Tarde
Ana Torres;92638897;2025-02-15;08:15;16:20;45;Tarde
David Morales;96980725;2025-06-29;08:17;16:15;47;Tarde
Maria Sanchez;52998607;2025-05-01;08:30;16:22;60;Tarde
Harrison Rengifo;56907134;2025-02-26;08:06;16:06;36;Tarde
Carlos Perez;58879994;2025-05-21;08:16;16:29;46;Tarde
David Morales;20101119;2025-07-31;07:30;15:20;0;-
Sebastian Garcia;36185813;2025-08-23;07:40;15:47;10;Tarde
Santiago Puerta;60470869;2025-05-15;08:25;16:36;55;Tarde
Santiago Puerta;65360586;2025-04-23;08:21;15:59;51;Tarde
Cristian Sierra;38720051;2025-01-28;07:41;15:19;11;Tarde
Laura Gomez;35017902;2025-01-14;08:17;15:48;47;Tarde
Samuel Bernal;25650047;2025-04-22;07:59;16:12;29;Tarde
Sebastian Garcia;71214135;2025-05-14;08:25;16:20;55;Tarde
Samuel Bernal;57647441;2025-07-29;08:19;16:05;49;Tarde
Maria Sanchez;57702973;2025-05-15;08:15;16:12;45;Tarde
Harrison Rengifo;60860368;2025-07-18;08:09;16:38;39;Tarde
Laura Gomez;48568529;2025-03-26;08:15;16:05;45;Tarde
Harrison Rengifo;91504367;2025-01-01;08:07;15:41;37;Tarde
David Morales;45757995;2025-04-10;08:06;15:59;36;Tarde
Cristian Sierra;22603378;2025-07-30;07:32;15:09;2;Tarde
Laura Gomez;31484283;2025-06-05;08:29;16:11;59;Tarde
Laura Gomez;66571614;2025-04-22;08:07;16:13;37;Tarde
Samuel Bernal;73397218;2025-07-20;07:48;16:09;18;Tarde
Carlos Perez;28635719;2025-05-06;08:08;16:37;38;Tarde
Samuel Bernal;82921108;2025-04-01;08:04;16:14;34;Tarde
Ana Torres;83756091;2025-03-17;07:59;15:54;29;Tarde
Cristian Sierra;93525144;2025-06-25;08:00;16:11;30;Tarde
Maria Sanchez;40750934;2025-04-02;07:31;15:23;1;Tarde
Sebastian Garcia;30487646;2025-06-14;08:20;15:51;50;Tarde
Laura Gomez;74680070;2025-02-10;08:16;15:59;46;Tarde
Maria Sanchez;90452984;2025-04-01;08:29;16:32;59;Tarde
Samuel Bernal;21608668;2025-05-31;07:30;15:29;0;-
Carlos Perez;38442633;2025-04-08;08:28;16:12;58;Tarde
Laura Gomez;92287335;2025-06-18;08:24;16:06;54;Tarde
Samuel Bernal;48622421;2025-01-18;08:29;16:48;59;Tarde
Cristian Sierra;31788681;2025-07-23;08:10;16:17;40;Tarde
Samuel Bernal;85621119;2025-08-13;08:00;15:35;30;Tarde
David Morales;90942868;2025-02-16;08:22;16:05;52;Tarde
Laura Gomez;92653389;2025-07-16;07:59;15:43;29;Tarde
Cristian Sierra;94007336;2025-08-27;08:05;15:59;35;Tarde
Ana Torres;28996165;2025-08-01;07:46;15:34;16;Tarde
Sebastian Garcia;59013080;2025-02-18;07:51;15:23;21;Tarde
Laura Gomez;29627063;2025-07-06;08:08;16:35;38;Tarde
Carlos Perez;41315690;2025-07-16;07:57;15:39;27;Tarde
Samuel Bernal;65976516;2025-01-31;08:20;16:12;50;Tarde
Sebastian Garcia;34350369;2025-03-19;08:11;16:19;41;Tarde
Santiago Puerta;42994711;2025-01-09;08:27;16:05;57;Tarde
David Morales;35638234;2025-06-17;07:41;16:11;11;Tarde
Carlos Perez;26155255;2025-01-04;08:30;16:47;60;Tarde
Ana Torres;63059298;2025-03-07;08:10;16:18;40;Tarde
Santiago Puerta;99469757;2025-04-02;08:10;16:29;40;Tarde
Ana Torres;34116078;2025-01-24;07:59;16:07;29;Tarde
Maria Sanchez;50204697;2025-06-07;07:34;15:06;4;Tarde
David Morales;84719127;2025-03-24;07:52;15:26;22;Tarde
Sebastian Garcia;19563340;2025-08-12;08:18;16:19;48;Tarde
Carlos Perez;93438714;2025-04-27;07:48;15:39;18;Tarde
Santiago Puerta;65550541;2025-01-18;07:30;15:39;0;-
David Morales;71608702;2025-01-24;07:49;15:43;19;Tarde
David Morales;66096199;2025-08-25;08:10;15:52;40;Tarde
Cristian Sierra;58051115;2025-05-17;08:13;16:21;43;Tarde
Maria Sanchez;97635501;2025-04-10;07:58;16:23;28;Tarde
Harrison Rengifo;10565720;2025-01-07;07:51;16:03;21;Tarde
Santiago Puerta;89130502;2025-08-16;07:42;15:32;12;Tarde
Ana Torres;37632581;2025-08-27;08:10;16:19;40;Tarde
Sebastian Garcia;29817624;2025-07-19;07:40;15:53;10;Tarde
Cristian Sierra;41397308;2025-05-09;08:22;16:18;52;Tarde
Santiago Puerta;23345496;2025-04-29;08:20;16:00;50;Tarde
Carlos Perez;95297086;2025-04-28;07:53;15:35;23;Tarde
Cristian Sierra;45382779;2025-03-31;08:03;15:40;33;Tarde
Laura Gomez;22980252;2025-02-05;08:18;16:41;48;Tarde
Ana Torres;13592992;2025-05-19;07:52;16:15;22;Tarde
Samuel Bernal;47929773;2025-07-06;08:20;16:23;50;Tarde
Cristian Sierra;77687097;2025-04-29;07:39;15:58;9;Tarde
Ana Torres;96779506;2025-04-18;07:51;16:02;21;Tarde
Laura Gomez;75368995;2025-04-24;07:38;15:41;8;Tarde
Harrison Rengifo;74731505;2025-05-30;07:37;15:28;7;Tarde
Carlos Perez;25174540;2025-04-27;08:00;15:53;30;Tarde
Samuel Bernal;71353957;2025-01-12;08:12;16:05;42;Tarde
Harrison Rengifo;44753994;2025-08-19;07:40;16:00;10;Tarde
Sebastian Garcia;94561001;2025-02-16;07:44;15:27;14;Tarde
Sebastian Garcia;85380287;2025-05-28;08:20;16:05;50;Tarde
Cristian Sierra;86961658;2025-01-14;08:06;16:06;36;Tarde
David Morales;62602061;2025-01-25;08:27;16:10;57;Tarde
David Morales;34994043;2025-04-04;08:10;16:26;40;Tarde
David Morales;70440163;2025-03-14;08:15;16:19;45;Tarde
Sebastian Garcia;38140412;2025-08-13;08:16;16:10;46;Tarde
Santiago Puerta;36327005;2025-07-31;08:00;15:38;30;Tarde
Laura Gomez;12006924;2025-02-16;07:48;15:43;18;Tarde
Samuel Bernal;15160282;2025-02-14;07:51;15:48;21;Tarde
Sebastian Garcia;91022916;2025-04-08;08:09;16:20;39;Tarde
Harrison Rengifo;68158335;2025-02-26;08:07;16:17;37;Tarde
Harrison Rengifo;79309082;2025-03-03;07:40;15:32;10;Tarde
Samuel Bernal;35044574;2025-07-14;08:19;16:36;49;Tarde
